,reaction name,,total,fatal,name0,name1,level,vax_name,sheet
17,Respiration abnormal,,107.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
18,Respiratory arrest,,25.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
19,Respiratory distress,,11.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
20,Respiratory fatigue,,7.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
21,Sleep apnoea syndrome,,31.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
22,Tachypnoea,,36.0,0.0,Respiratory disorders,Breathing abnormalities,3,astra,Table 24
23,Bronchial conditions NEC,,,,Respiratory disorders,,2,astra,Table 24
24,Bronchial haemorrhage,,1.0,0.0,Respiratory disorders,Bronchial conditions NEC,3,astra,Table 24
25,Bronchial secretion retention,,1.0,0.0,Respiratory disorders,Bronchial conditions NEC,3,astra,Table 24
26,Bronchiectasis,,16.0,0.0,Respiratory disorders,Bronchial conditions NEC,3,astra,Table 24
27,Bronchospasm and obstruction,,,,Respiratory disorders,,2,astra,Table 24
28,Aspirin-exacerbated respiratory disease,,1.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
29,Asthma,,615.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
30,Asthma exercise induced,,3.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
31,Asthma late onset,,3.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
32,Asthma-chronic obstructive pulmonary disease overlap syndrome,,2.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
33,Asthmatic crisis,,5.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
34,Bronchial oedema,,1.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
35,Bronchitis chronic,,1.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
36,Bronchospasm,,18.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
37,Chronic obstructive pulmonary disease,,49.0,4.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
38,Cough variant asthma,,9.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
39,Obstructive airways disorder,,2.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
40,Reversible airways obstruction,,1.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
41,Wheezing,,626.0,0.0,Respiratory disorders,Bronchospasm and obstruction,3,astra,Table 24
42,Conditions associated with abnormal gas exchange,,,,Respiratory disorders,,2,astra,Table 24
43,Asphyxia,,3.0,0.0,Respiratory disorders,Conditions associated with abnormal gas exchange,3,astra,Table 24
44,Hypercapnia,,1.0,0.0,Respiratory disorders,Conditions associated with abnormal gas exchange,3,astra,Table 24
45,Hypoxia,,70.0,1.0,Respiratory disorders,Conditions associated with abnormal gas exchange,3,astra,Table 24
46,Coughing and associated symptoms,,,,Respiratory disorders,,2,astra,Table 24
47,Allergic cough,,8.0,0.0,Respiratory disorders,Coughing and associated symptoms,3,astra,Table 24
48,Cough,,3922.0,0.0,Respiratory disorders,Coughing and associated symptoms,3,astra,Table 24
49,Haemoptysis,,141.0,0.0,Respiratory disorders,Coughing and associated symptoms,3,astra,Table 24
50,Productive cough,,201.0,0.0,Respiratory disorders,Coughing and associated symptoms,3,astra,Table 24
51,Sputum discoloured,,14.0,0.0,Respiratory disorders,Coughing and associated symptoms,3,astra,Table 24
52,Sputum increased,,2.0,0.0,Respiratory disorders,Coughing and associated symptoms,3,astra,Table 24
53,Sputum retention,,1.0,0.0,Respiratory disorders,Coughing and associated symptoms,3,astra,Table 24
54,Diaphragmatic disorders,,,,Respiratory disorders,,2,astra,Table 24
55,Respiratory disordersRespiratory disorders cont'd,,,,Respiratory disorders,,2,astra,Table 24
56,Diaphragmatic paralysis,,1.0,0.0,Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,3,astra,Table 24
57,Diaphragmatic spasm,,1.0,0.0,Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,3,astra,Table 24
58,Laryngeal and adjacent sites disorders NEC (excl infections and neoplasms),,,,Respiratory disorders,,2,astra,Table 24
59,Reflux laryngitis,,3.0,0.0,Respiratory disorders,Laryngeal and adjacent sites disorders NEC (excl infections and neoplasms),3,astra,Table 24
60,Vocal cord disorder,,5.0,0.0,Respiratory disorders,Laryngeal and adjacent sites disorders NEC (excl infections and neoplasms),3,astra,Table 24
61,Vocal cord dysfunction,,5.0,0.0,Respiratory disorders,Laryngeal and adjacent sites disorders NEC (excl infections and neoplasms),3,astra,Table 24
62,Vocal cord thickening,,2.0,0.0,Respiratory disorders,Laryngeal and adjacent sites disorders NEC (excl infections and neoplasms),3,astra,Table 24
63,"Laryngeal spasm, oedema and obstruction",,,,Respiratory disorders,,2,astra,Table 24
64,Epiglottic oedema,,1.0,0.0,Respiratory disorders,"Laryngeal spasm, oedema and obstruction",3,astra,Table 24
65,Laryngeal oedema,,3.0,0.0,Respiratory disorders,"Laryngeal spasm, oedema and obstruction",3,astra,Table 24
66,Laryngospasm,,3.0,0.0,Respiratory disorders,"Laryngeal spasm, oedema and obstruction",3,astra,Table 24
67,Stridor,,21.0,0.0,Respiratory disorders,"Laryngeal spasm, oedema and obstruction",3,astra,Table 24
68,Lower respiratory tract inflammatory and immunologic conditions,,,,Respiratory disorders,,2,astra,Table 24
69,Alveolitis,,2.0,0.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
70,Autoimmune lung disease,,1.0,0.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
71,Eosinophilic pneumonia,,2.0,0.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
72,Hypersensitivity pneumonitis,,1.0,0.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
73,Pneumonia aspiration,,25.0,6.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
74,Pneumonitis,,34.0,1.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
75,Pulmonary sarcoidosis,,2.0,0.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
76,Pulmonary vasculitis,,1.0,0.0,Respiratory disorders,Lower respiratory tract inflammatory and immunologic conditions,3,astra,Table 24
77,Lower respiratory tract signs and symptoms,,,,Respiratory disorders,,2,astra,Table 24
78,Hiccups,,47.0,0.0,Respiratory disorders,Lower respiratory tract signs and symptoms,3,astra,Table 24
79,Lower respiratory tract congestion,,4.0,0.0,Respiratory disorders,Lower respiratory tract signs and symptoms,3,astra,Table 24
80,Lung opacity,,7.0,0.0,Respiratory disorders,Lower respiratory tract signs and symptoms,3,astra,Table 24
81,Pleuritic pain,,48.0,0.0,Respiratory disorders,Lower respiratory tract signs and symptoms,3,astra,Table 24
82,Pulmonary haemorrhage,,7.0,1.0,Respiratory disorders,Lower respiratory tract signs and symptoms,3,astra,Table 24
83,Pulmonary pain,,228.0,0.0,Respiratory disorders,Lower respiratory tract signs and symptoms,3,astra,Table 24
84,Rales,,2.0,0.0,Respiratory disorders,Lower respiratory tract signs and symptoms,3,astra,Table 24
85,Mediastinal disorders,,,,Respiratory disorders,,2,astra,Table 24
86,Pulmonary hilum mass,,1.0,0.0,Respiratory disorders,Mediastinal disorders,3,astra,Table 24
87,Nasal congestion and inflammations,,,,Respiratory disorders,,2,astra,Table 24
88,Nasal congestion,,468.0,0.0,Respiratory disorders,Nasal congestion and inflammations,3,astra,Table 24
89,Nasal inflammation,,8.0,0.0,Respiratory disorders,Nasal congestion and inflammations,3,astra,Table 24
90,Rhinitis allergic,,27.0,0.0,Respiratory disorders,Nasal congestion and inflammations,3,astra,Table 24
91,Rhinitis perennial,,1.0,0.0,Respiratory disorders,Nasal congestion and inflammations,3,astra,Table 24
92,Nasal disorders NEC,,,,Respiratory disorders,,2,astra,Table 24
93,Epistaxis,,2253.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
94,Intranasal hypoaesthesia,,1.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
95,Nasal crusting,,6.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
96,Nasal cyst,,2.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
97,Nasal disorder,,7.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
98,Nasal dryness,,66.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
99,Nasal mucosal discolouration,,1.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
100,Nasal odour,,2.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
101,Nasal oedema,,15.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
102,Nasal polyps,,1.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
103,Nasal pruritus,,12.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
104,Nasal septum deviation,,1.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
105,Nasal septum perforation,,1.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
106,Nasal ulcer,,4.0,0.0,Respiratory disorders,Nasal disorders NEC,3,astra,Table 24
107,Neonatal hypoxic conditions,,,,Respiratory disorders,,2,astra,Table 24
108,Respiratory disordersRespiratory disorders cont'd,,,,Respiratory disorders,,2,astra,Table 24
109,Gasping syndrome,,2.0,0.0,Respiratory disorders,Respiratory disordersRespiratory disorders cont'd,3,astra,Table 24
110,Paranasal sinus disorders (excl infections and neoplasms),,,,Respiratory disorders,,2,astra,Table 24
111,Allergic sinusitis,,2.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
112,Paranasal sinus haemorrhage,,5.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
113,Paranasal sinus hypersecretion,,1.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
114,Paranasal sinus inflammation,,4.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
115,Sinonasal obstruction,,11.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
116,Sinus congestion,,90.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
117,Sinus disorder,,16.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
118,Sinus polyp,,3.0,0.0,Respiratory disorders,Paranasal sinus disorders (excl infections and neoplasms),3,astra,Table 24
119,Parenchymal lung disorders NEC,,,,Respiratory disorders,,2,astra,Table 24
120,Atelectasis,,7.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
121,Cystic lung disease,,1.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
122,Emphysema,,4.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
123,Idiopathic pulmonary fibrosis,,3.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
124,Interstitial lung disease,,23.0,2.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
125,Lung consolidation,,9.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
126,Lung cyst,,1.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
127,Lung induration,,1.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
128,Lung infiltration,,2.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
129,Pulmonary alveolar haemorrhage,,1.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
130,Pulmonary calcification,,1.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
131,Pulmonary cavitation,,3.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
132,Pulmonary fibrosis,,10.0,0.0,Respiratory disorders,Parenchymal lung disorders NEC,3,astra,Table 24
133,Pharyngeal disorders (excl infections and neoplasms),,,,Respiratory disorders,,2,astra,Table 24
134,Oropharyngeal swelling,,2.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
135,Pharyngeal erythema,,5.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
136,Pharyngeal haemorrhage,,1.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
137,Pharyngeal hypoaesthesia,,40.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
138,Pharyngeal inflammation,,1.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
139,Pharyngeal oedema,,13.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
140,Pharyngeal paraesthesia,,36.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
141,Pharyngeal swelling,,291.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
142,Pharyngeal ulceration,,15.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
143,Tonsillar disorder,,1.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
144,Tonsillar erythema,,7.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
145,Tonsillar haemorrhage,,1.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
146,Tonsillar hypertrophy,,64.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
147,Tonsillar inflammation,,4.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
148,Tonsillar ulcer,,2.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
149,Tonsillolith,,1.0,0.0,Respiratory disorders,Pharyngeal disorders (excl infections and neoplasms),3,astra,Table 24
150,Pleural conditions NEC,,,,Respiratory disorders,,2,astra,Table 24
151,Pleural thickening,,1.0,0.0,Respiratory disorders,Pleural conditions NEC,3,astra,Table 24
152,Pleural infections and inflammations,,,,Respiratory disorders,,2,astra,Table 24
153,Lupus pleurisy,,2.0,0.0,Respiratory disorders,Pleural infections and inflammations,3,astra,Table 24
154,Pleurisy,,52.0,0.0,Respiratory disorders,Pleural infections and inflammations,3,astra,Table 24
155,Pneumothorax and pleural effusions NEC,,,,Respiratory disorders,,2,astra,Table 24
156,Haemothorax,,1.0,0.0,Respiratory disorders,Pneumothorax and pleural effusions NEC,3,astra,Table 24
157,Pleural effusion,,46.0,1.0,Respiratory disorders,Pneumothorax and pleural effusions NEC,3,astra,Table 24
158,Pneumothorax,,11.0,0.0,Respiratory disorders,Pneumothorax and pleural effusions NEC,3,astra,Table 24
159,Pneumothorax spontaneous,,1.0,0.0,Respiratory disorders,Pneumothorax and pleural effusions NEC,3,astra,Table 24
160,Pulmonary hypertensions,,,,Respiratory disorders,,2,astra,Table 24
161,Pulmonary hypertension,,6.0,1.0,Respiratory disorders,Pulmonary hypertensions,3,astra,Table 24
162,Respiratory disordersRespiratory disorders cont'd,,,,Respiratory disorders,,2,astra,Table 24
163,Pulmonary oedemas,,,,Respiratory disorders,,2,astra,Table 24
164,Acute lung injury,,1.0,0.0,Respiratory disorders,Pulmonary oedemas,3,astra,Table 24
165,Acute pulmonary oedema,,3.0,0.0,Respiratory disorders,Pulmonary oedemas,3,astra,Table 24
166,Acute respiratory distress syndrome,,1.0,0.0,Respiratory disorders,Pulmonary oedemas,3,astra,Table 24
167,Pulmonary congestion,,22.0,0.0,Respiratory disorders,Pulmonary oedemas,3,astra,Table 24
168,Pulmonary oedema,,38.0,1.0,Respiratory disorders,Pulmonary oedemas,3,astra,Table 24
169,Pulmonary thrombotic and embolic conditions,,,,Respiratory disorders,,2,astra,Table 24
170,Pulmonary artery thrombosis,,2.0,0.0,Respiratory disorders,Pulmonary thrombotic and embolic conditions,3,astra,Table 24
171,Pulmonary embolism,,1635.0,107.0,Respiratory disorders,Pulmonary thrombotic and embolic conditions,3,astra,Table 24
172,Pulmonary infarction,,15.0,1.0,Respiratory disorders,Pulmonary thrombotic and embolic conditions,3,astra,Table 24
173,Pulmonary thrombosis,,25.0,4.0,Respiratory disorders,Pulmonary thrombotic and embolic conditions,3,astra,Table 24
174,Pulmonary venous thrombosis,,4.0,0.0,Respiratory disorders,Pulmonary thrombotic and embolic conditions,3,astra,Table 24
